Order ID,Order month,Order Date,Order year,Ship Date,Ship Mode,Customer ID,Product ID,Postal Code,Sales ID,Region,Customer Name,Segment,State,City,Category,Sub-Category,Gross Sales,Gross Profit,Return Sales Value,Actual Sales,Net Profit,Total Cost
CA-2014-143336,August,8/27/2014,2014,9/1/2014,Second Class,ZD-21925,OFF-BI-10002215,94109,21-36CA,West,Zuschuss Donatelli,Consumer,California,San Francisco,Office Supplies,Binders,2272,738.4,2272,0,0,0
CA-2016-137330,December,12/9/2016,2016,12/13/2016,Standard Class,KB-16585,OFF-AR-10000246,68025,22-30CA,Central,Ken Black,Corporate,Nebraska,Fremont,Office Supplies,Art,1946,505.96,0,1946,505.96,1440.04
CA-2016-137330,December,12/9/2016,2016,12/13/2016,Standard Class,KB-16585,OFF-AP-10001492,68025,23-30CA,Central,Ken Black,Corporate,Nebraska,Fremont,Office Supplies,Appliances,6034,1568.84,0,6034,1568.84,4465.16
US-2017-156909,July,7/16/2017,2017,7/18/2017,Second Class,SF-20065,FUR-CH-10002774,19140,24-09US,East,Sandra Flanagan,Consumer,Pennsylvania,Philadelphia,Furniture,Chairs,7137.2,-101.96,0,7137.2,-101.96,7239.16
CA-2015-106320,September,9/25/2015,2015,9/30/2015,Standard Class,EB-13870,FUR-TA-10000577,84057,25-20CA,West,Emily Burns,Consumer,Utah,Orem,Furniture,Tables,104463,24026.49,0,104463,24026.49,80436.51
CA-2016-121755,January,1/16/2016,2016,1/20/2016,Second Class,EH-13945,OFF-BI-10001634,90049,26-55CA,West,Eric Hoffmann,Consumer,California,Los Angeles,Office Supplies,Binders,1164.8,422.24,0,1164.8,422.24,742.56
CA-2016-121755,January,1/16/2016,2016,1/20/2016,Second Class,EH-13945,TEC-AC-10003027,90049,27-55CA,West,Eric Hoffmann,Consumer,California,Los Angeles,Technology,Accessories,9057,1177.41,0,9057,1177.41,7879.59
US-2015-150630,September,9/17/2015,2015,9/21/2015,Standard Class,TB-21520,FUR-BO-10004834,19140,28-30US,East,Tracy Blumstein,Consumer,Pennsylvania,Philadelphia,Furniture,Bookcases,308343,-166505.22,0,308343,-166505.22,474848.22
US-2015-150630,September,9/17/2015,2015,9/21/2015,Standard Class,TB-21520,OFF-BI-10000474,19140,29-30US,East,Tracy Blumstein,Consumer,Pennsylvania,Philadelphia,Office Supplies,Binders,961.8,-705.32,0,961.8,-705.32,1667.12
US-2015-150630,September,9/17/2015,2015,9/21/2015,Standard Class,TB-21520,FUR-FU-10004848,19140,30-30US,East,Tracy Blumstein,Consumer,Pennsylvania,Philadelphia,Furniture,Furnishings,12420,1552.5,0,12420,1552.5,10867.5
US-2015-150630,September,9/17/2015,2015,9/21/2015,Standard Class,TB-21520,OFF-EN-10001509,19140,31-30US,East,Tracy Blumstein,Consumer,Pennsylvania,Philadelphia,Office Supplies,Envelopes,326.4,110.16,0,326.4,110.16,216.24
US-2015-150630,September,9/17/2015,2015,9/21/2015,Standard Class,TB-21520,OFF-AR-10004042,19140,32-30US,East,Tracy Blumstein,Consumer,Pennsylvania,Philadelphia,Office Supplies,Art,8630.4,970.92,0,8630.4,970.92,7659.48
US-2015-150630,September,9/17/2015,2015,9/21/2015,Standard Class,TB-21520,OFF-BI-10001525,19140,33-30US,East,Tracy Blumstein,Consumer,Pennsylvania,Philadelphia,Office Supplies,Binders,685.8,-571.5,0,685.8,-571.5,1257.3
US-2015-150630,September,9/17/2015,2015,9/21/2015,Standard Class,TB-21520,OFF-AR-10001683,19140,34-30US,East,Tracy Blumstein,Consumer,Pennsylvania,Philadelphia,Office Supplies,Art,1576,354.6,0,1576,354.6,1221.4
CA-2017-107727,October,10/19/2017,2017,10/23/2017,Second Class,MA-17560,OFF-PA-10000249,77095,35-27CA,Central,Matt Abelman,Home Office,Texas,Houston,Office Supplies,Paper,2947.2,994.68,0,2947.2,994.68,1952.52
CA-2016-117590,December,12/8/2016,2016,12/10/2016,First Class,GH-14485,TEC-PH-10004977,75080,36-90CA,Central,Gene Hale,Corporate,Texas,Richardson,Technology,Phones,109754.4,12347.37,0,109754.4,12347.37,97407.03
CA-2016-117590,December,12/8/2016,2016,12/10/2016,First Class,GH-14485,FUR-FU-10003664,75080,37-90CA,Central,Gene Hale,Corporate,Texas,Richardson,Furniture,Furnishings,19092,-14796.3,0,19092,-14796.3,33888.3
CA-2015-117415,December,12/27/2015,2015,12/31/2015,Standard Class,SN-20710,OFF-EN-10002986,77041,38-15CA,Central,Steve Nguyen,Home Office,Texas,Houston,Office Supplies,Envelopes,11332.8,3541.5,0,11332.8,3541.5,7791.3
CA-2015-117415,December,12/27/2015,2015,12/31/2015,Standard Class,SN-20710,FUR-BO-10002545,77041,39-15CA,Central,Steve Nguyen,Home Office,Texas,Houston,Furniture,Bookcases,53239.92,-4697.64,0,53239.92,-4697.64,57937.56
CA-2015-117415,December,12/27/2015,2015,12/31/2015,Standard Class,SN-20710,FUR-CH-10004218,77041,40-15CA,Central,Steve Nguyen,Home Office,Texas,Houston,Furniture,Chairs,21205.8,-1514.7,0,21205.8,-1514.7,22720.5
CA-2015-117415,December,12/27/2015,2015,12/31/2015,Standard Class,SN-20710,TEC-PH-10000486,77041,41-15CA,Central,Steve Nguyen,Home Office,Texas,Houston,Technology,Phones,37116.8,4175.64,0,37116.8,4175.64,32941.16
CA-2017-120999,September,9/10/2017,2017,9/15/2017,Standard Class,LC-16930,TEC-PH-10004093,60540,42-99CA,Central,Linda Cazamias,Corporate,Illinois,Naperville,Technology,Phones,14716.8,1655.64,0,14716.8,1655.64,13061.16
CA-2016-101343,July,7/17/2016,2016,7/22/2016,Standard Class,RA-19885,OFF-ST-10003479,90049,43-43CA,West,Ruben Ausman,Corporate,California,Los Angeles,Office Supplies,Storage,7788,389.4,0,7788,389.4,7398.6
CA-2017-139619,September,9/19/2017,2017,9/23/2017,Standard Class,ES-14080,OFF-ST-10003282,32935,44-19CA,South,Erin Smith,Corporate,Florida,Melbourne,Office Supplies,Storage,9561.6,956.16,0,9561.6,956.16,8605.44
CA-2016-118255,March,3/11/2016,2016,3/13/2016,First Class,ON-18715,TEC-AC-10000171,55122,45-55CA,Central,Odella Nelson,Corporate,Minnesota,Eagan,Technology,Accessories,4598,1977.14,0,4598,1977.14,2620.86
CA-2016-118255,March,3/11/2016,2016,3/13/2016,First Class,ON-18715,OFF-BI-10003291,55122,46-55CA,Central,Odella Nelson,Corporate,Minnesota,Eagan,Office Supplies,Binders,1746,820.62,0,1746,820.62,925.38
CA-2014-146703,October,10/20/2014,2014,10/25/2014,Second Class,PO-18865,OFF-ST-10001713,48185,47-03CA,Central,Patrick O'Donnell,Consumer,Michigan,Westland,Office Supplies,Storage,21196,847.84,0,21196,847.84,20348.16
CA-2016-169194,June,6/20/2016,2016,6/25/2016,Standard Class,LH-16900,TEC-AC-10002167,19901,48-94CA,East,Lena Hernandez,Consumer,Delaware,Dover,Technology,Accessories,4500,495,0,4500,495,4005
CA-2016-169194,June,6/20/2016,2016,6/25/2016,Standard Class,LH-16900,TEC-PH-10003988,19901,49-94CA,East,Lena Hernandez,Consumer,Delaware,Dover,Technology,Phones,2180,610.4,0,2180,610.4,1569.6
CA-2015-115742,April,4/18/2015,2015,4/22/2015,Standard Class,DP-13000,OFF-BI-10004410,47150,50-42CA,Central,Darren Powers,Consumer,Indiana,New Albany,Office Supplies,Binders,3822,1796.34,0,3822,1796.34,2025.66
CA-2015-115742,April,4/18/2015,2015,4/22/2015,Standard Class,DP-13000,OFF-LA-10002762,47150,51-42CA,Central,Darren Powers,Consumer,Indiana,New Albany,Office Supplies,Labels,7518,3533.46,0,7518,3533.46,3984.54
CA-2015-115742,April,4/18/2015,2015,4/22/2015,Standard Class,DP-13000,FUR-FU-10001706,47150,52-42CA,Central,Darren Powers,Consumer,Indiana,New Albany,Furniture,Furnishings,616,295.68,0,616,295.68,320.32
CA-2015-115742,April,4/18/2015,2015,4/22/2015,Standard Class,DP-13000,FUR-CH-10003061,47150,53-42CA,Central,Darren Powers,Consumer,Indiana,New Albany,Furniture,Chairs,8999,1709.81,0,8999,1709.81,7289.19
CA-2016-105816,December,12/11/2016,2016,12/17/2016,Standard Class,JM-15265,OFF-FA-10000304,10024,54-16CA,East,Janet Molinari,Corporate,New York,New York City,Office Supplies,Fasteners,1526,625.66,0,1526,625.66,900.34
CA-2016-105816,December,12/11/2016,2016,12/17/2016,Standard Class,JM-15265,TEC-PH-10002447,10024,55-16CA,East,Janet Molinari,Corporate,New York,New York City,Technology,Phones,102995,29868.55,0,102995,29868.55,73126.45
CA-2016-111682,June,6/17/2016,2016,6/18/2016,First Class,TB-21055,OFF-ST-10000604,12180,56-82CA,East,Ted Butterfield,Consumer,New York,Troy,Office Supplies,Storage,20856,5214,20856,0,0,0
CA-2016-111682,June,6/17/2016,2016,6/18/2016,First Class,TB-21055,OFF-PA-10001569,12180,57-82CA,East,Ted Butterfield,Consumer,New York,Troy,Office Supplies,Paper,3240,1555.2,3240,0,0,0
CA-2016-111682,June,6/17/2016,2016,6/18/2016,First Class,TB-21055,FUR-CH-10003968,12180,58-82CA,East,Ted Butterfield,Consumer,New York,Troy,Furniture,Chairs,31941,709.8,31941,0,0,0
CA-2016-111682,June,6/17/2016,2016,6/18/2016,First Class,TB-21055,OFF-PA-10000587,12180,59-82CA,East,Ted Butterfield,Consumer,New York,Troy,Office Supplies,Paper,1456,698.88,1456,0,0,0
CA-2016-111682,June,6/17/2016,2016,6/18/2016,First Class,TB-21055,TEC-AC-10002167,12180,60-82CA,East,Ted Butterfield,Consumer,New York,Troy,Technology,Accessories,3000,330,3000,0,0,0
CA-2016-111682,June,6/17/2016,2016,6/18/2016,First Class,TB-21055,OFF-BI-10001460,12180,61-82CA,East,Ted Butterfield,Consumer,New York,Troy,Office Supplies,Binders,4848,1636.2,4848,0,0,0
CA-2016-111682,June,6/17/2016,2016,6/18/2016,First Class,TB-21055,OFF-AR-10001868,12180,62-82CA,East,Ted Butterfield,Consumer,New York,Troy,Office Supplies,Art,168,84,168,0,0,0
CA-2015-135545,November,11/24/2015,2015,11/30/2015,Standard Class,KM-16720,TEC-AC-10004633,90004,63-45CA,West,Kunst Miller,Consumer,California,Los Angeles,Technology,Accessories,1398,615.12,0,1398,615.12,782.88
CA-2015-135545,November,11/24/2015,2015,11/30/2015,Standard Class,KM-16720,OFF-BI-10001078,90004,64-45CA,West,Kunst Miller,Consumer,California,Los Angeles,Office Supplies,Binders,2582.4,936.12,0,2582.4,936.12,1646.28
CA-2015-135545,November,11/24/2015,2015,11/30/2015,Standard Class,KM-16720,OFF-PA-10003892,90004,65-45CA,West,Kunst Miller,Consumer,California,Los Angeles,Office Supplies,Paper,14673,6896.31,0,14673,6896.31,7776.69
CA-2015-135545,November,11/24/2015,2015,11/30/2015,Standard Class,KM-16720,FUR-FU-10000397,90004,66-45CA,West,Kunst Miller,Consumer,California,Los Angeles,Furniture,Furnishings,7976,2233.28,0,7976,2233.28,5742.72
US-2015-164175,April,4/30/2015,2015,5/5/2015,Standard Class,PS-18970,FUR-CH-10001146,60610,67-75US,Central,Paul Stevenson,Home Office,Illinois,Chicago,Furniture,Chairs,21311.5,-1522.25,0,21311.5,-1522.25,22833.75
CA-2014-106376,December,12/5/2014,2014,12/10/2014,Standard Class,BS-11590,OFF-AR-10002671,85234,68-76CA,West,Brendan Sweed,Corporate,Arizona,Gilbert,Office Supplies,Art,111302.4,11130.24,0,111302.4,11130.24,100172.16
CA-2014-106376,December,12/5/2014,2014,12/10/2014,Standard Class,BS-11590,TEC-PH-10002726,85234,69-76CA,West,Brendan Sweed,Corporate,Arizona,Gilbert,Technology,Phones,16796.8,6298.8,0,16796.8,6298.8,10498
CA-2016-119823,June,6/4/2016,2016,6/6/2016,First Class,KD-16270,OFF-PA-10000482,22153,70-23CA,South,Karen Daniels,Consumer,Virginia,Springfield,Office Supplies,Paper,7588,3566.36,0,7588,3566.36,4021.64
CA-2016-106075,September,9/18/2016,2016,9/23/2016,Standard Class,HM-14980,OFF-BI-10004654,10009,71-75CA,East,Henry MacAllister,Consumer,New York,New York City,Office Supplies,Binders,461.6,173.1,0,461.6,173.1,288.5
CA-2017-114440,September,9/14/2017,2017,9/17/2017,Second Class,TB-21520,OFF-PA-10004675,49201,72-40CA,Central,Tracy Blumstein,Consumer,Michigan,Jackson,Office Supplies,Paper,1905,876.3,0,1905,876.3,1028.7
US-2015-134026,April,4/26/2015,2015,5/2/2015,Standard Class,JE-15745,FUR-CH-10000513,38109,73-26US,South,Joel Eaton,Consumer,Tennessee,Memphis,Furniture,Chairs,83193.6,-11439.12,0,83193.6,-11439.12,94632.72
US-2015-134026,April,4/26/2015,2015,5/2/2015,Standard Class,JE-15745,FUR-FU-10003708,38109,74-26US,South,Joel Eaton,Consumer,Tennessee,Memphis,Furniture,Furnishings,9704,121.3,0,9704,121.3,9582.7
US-2015-134026,April,4/26/2015,2015,5/2/2015,Standard Class,JE-15745,OFF-ST-10004123,38109,75-26US,South,Joel Eaton,Consumer,Tennessee,Memphis,Office Supplies,Storage,7278.4,-1819.6,0,7278.4,-1819.6,9098
US-2017-118038,December,12/9/2017,2017,12/11/2017,First Class,KB-16600,OFF-BI-10004182,77041,76-38US,Central,Ken Brennan,Corporate,Texas,Houston,Office Supplies,Binders,124.8,-193.44,0,124.8,-193.44,318.24
US-2017-118038,December,12/9/2017,2017,12/11/2017,First Class,KB-16600,FUR-FU-10000260,77041,77-38US,Central,Ken Brennan,Corporate,Texas,Houston,Furniture,Furnishings,970.8,-582.48,0,970.8,-582.48,1553.28
US-2017-118038,December,12/9/2017,2017,12/11/2017,First Class,KB-16600,OFF-ST-10000615,77041,78-38US,Central,Ken Brennan,Corporate,Texas,Houston,Office Supplies,Storage,2724,272.4,0,2724,272.4,2451.6
US-2014-147606,November,11/26/2014,2014,12/1/2014,Second Class,JE-15745,FUR-FU-10003194,77070,79-06US,Central,Joel Eaton,Consumer,Texas,Houston,Furniture,Furnishings,1930,-1447.5,0,1930,-1447.5,3377.5
CA-2016-127208,June,6/12/2016,2016,6/15/2016,First Class,SC-20770,OFF-AP-10002118,35601,80-08CA,South,Stewart Carmichael,Corporate,Alabama,Decatur,Office Supplies,Appliances,20816,5620.32,0,20816,5620.32,15195.68
CA-2016-127208,June,6/12/2016,2016,6/15/2016,First Class,SC-20770,OFF-BI-10002309,35601,81-08CA,South,Stewart Carmichael,Corporate,Alabama,Decatur,Office Supplies,Binders,1674,803.52,0,1674,803.52,870.48
CA-2014-139451,October,10/12/2014,2014,10/16/2014,Standard Class,DN-13690,OFF-AR-10002053,94122,82-51CA,West,Duane Noonan,Consumer,California,San Francisco,Office Supplies,Art,1490,417.2,0,1490,417.2,1072.8
CA-2014-139451,October,10/12/2014,2014,10/16/2014,Standard Class,DN-13690,OFF-ST-10002370,94122,83-51CA,West,Duane Noonan,Consumer,California,San Francisco,Office Supplies,Storage,2139,620.31,0,2139,620.31,1518.69
CA-2015-149734,September,9/3/2015,2015,9/8/2015,Standard Class,JC-16105,OFF-EN-10000927,27707,84-34CA,South,Julie Creighton,Corporate,North Carolina,Durham,Office Supplies,Envelopes,20098.4,6280.75,0,20098.4,6280.75,13817.65
US-2017-119662,November,11/13/2017,2017,11/16/2017,First Class,CS-12400,OFF-ST-10003656,60623,85-62US,Central,Christopher Schild,Home Office,Illinois,Chicago,Office Supplies,Storage,23037.6,-4895.49,0,23037.6,-4895.49,27933.09
CA-2017-140088,May,5/28/2017,2017,5/30/2017,Second Class,PO-18865,FUR-CH-10000863,29203,86-88CA,South,Patrick O'Donnell,Consumer,South Carolina,Columbia,Furniture,Chairs,30196,3321.56,0,30196,3321.56,26874.44
CA-2017-155558,October,10/26/2017,2017,11/2/2017,Standard Class,PG-18895,TEC-AC-10001998,55901,87-58CA,Central,Paul Gonzalez,Consumer,Minnesota,Rochester,Technology,Accessories,1999,679.66,0,1999,679.66,1319.34
CA-2017-155558,October,10/26/2017,2017,11/2/2017,Standard Class,PG-18895,OFF-LA-10000134,55901,88-58CA,Central,Paul Gonzalez,Consumer,Minnesota,Rochester,Office Supplies,Labels,616,295.68,0,616,295.68,320.32
CA-2016-159695,April,4/5/2016,2016,4/10/2016,Second Class,GM-14455,OFF-ST-10003442,77095,89-95CA,Central,Gary Mitchum,Home Office,Texas,Houston,Office Supplies,Storage,15836.8,1385.72,0,15836.8,1385.72,14451.08
CA-2016-109806,September,9/17/2016,2016,9/22/2016,Standard Class,JS-15685,OFF-AR-10004930,90036,90-06CA,West,Jim Sink,Corporate,California,Los Angeles,Office Supplies,Art,2010,663.3,2010,0,0,0
CA-2016-109806,September,9/17/2016,2016,9/22/2016,Standard Class,JS-15685,TEC-PH-10004093,90036,91-06CA,West,Jim Sink,Corporate,California,Los Angeles,Technology,Phones,7358.4,827.82,7358.4,0,0,0
CA-2016-109806,September,9/17/2016,2016,9/22/2016,Standard Class,JS-15685,OFF-PA-10000304,90036,92-06CA,West,Jim Sink,Corporate,California,Los Angeles,Office Supplies,Paper,648,311.04,648,0,0,0
CA-2015-149587,January,1/31/2015,2015,2/5/2015,Second Class,KB-16315,OFF-PA-10003177,55407,93-87CA,Central,Karl Braun,Consumer,Minnesota,Minneapolis,Office Supplies,Paper,1296,622.08,0,1296,622.08,673.92
CA-2015-149587,January,1/31/2015,2015,2/5/2015,Second Class,KB-16315,FUR-FU-10003799,55407,94-87CA,Central,Karl Braun,Consumer,Minnesota,Minneapolis,Furniture,Furnishings,5334,1653.54,0,5334,1653.54,3680.46
CA-2015-149587,January,1/31/2015,2015,2/5/2015,Second Class,KB-16315,OFF-BI-10002852,55407,95-87CA,Central,Karl Braun,Consumer,Minnesota,Minneapolis,Office Supplies,Binders,3296,1615.04,0,3296,1615.04,1680.96
US-2017-109484,November,11/6/2017,2017,11/12/2017,Standard Class,RB-19705,OFF-BI-10004738,97206,96-84US,West,Roger Barcio,Home Office,Oregon,Portland,Office Supplies,Binders,568.2,-378.8,0,568.2,-378.8,947
CA-2017-161018,November,11/9/2017,2017,11/11/2017,Second Class,PN-18775,FUR-FU-10000629,10009,97-18CA,East,Parhena Norris,Home Office,New York,New York City,Furniture,Furnishings,9653,4054.26,0,9653,4054.26,5598.74
CA-2017-157833,June,6/17/2017,2017,6/20/2017,First Class,KD-16345,OFF-BI-10001721,94122,98-33CA,West,Katherine Ducich,Consumer,California,San Francisco,Office Supplies,Binders,5131.2,1795.92,0,5131.2,1795.92,3335.28
CA-2016-149223,September,9/6/2016,2016,9/11/2016,Standard Class,ER-13855,OFF-AP-10000358,55106,99-23CA,Central,Elpida Rittenbach,Corporate,Minnesota,Saint Paul,Office Supplies,Appliances,7788,2258.52,0,7788,2258.52,5529.48
CA-2016-158568,August,8/29/2016,2016,9/2/2016,Standard Class,RB-19465,OFF-PA-10003256,60610,100-68CA,Central,Rick Bensley,Home Office,Illinois,Chicago,Office Supplies,Paper,6462.4,2261.84,0,6462.4,2261.84,4200.56
CA-2016-158568,August,8/29/2016,2016,9/2/2016,Standard Class,RB-19465,TEC-AC-10001767,60610,101-68CA,Central,Rick Bensley,Home Office,Illinois,Chicago,Technology,Accessories,9597.6,-1079.73,0,9597.6,-1079.73,10677.33
CA-2016-158568,August,8/29/2016,2016,9/2/2016,Standard Class,RB-19465,OFF-BI-10002609,60610,102-68CA,Central,Rick Bensley,Home Office,Illinois,Chicago,Office Supplies,Binders,178.8,-303.96,0,178.8,-303.96,482.76
CA-2016-129903,December,12/1/2016,2016,12/4/2016,Second Class,GZ-14470,OFF-PA-10004040,55901,103-03CA,Central,Gary Zandusky,Consumer,Minnesota,Rochester,Office Supplies,Paper,2392,1172.08,0,2392,1172.08,1219.92
US-2015-156867,November,11/13/2015,2015,11/17/2015,Standard Class,LC-16870,TEC-AC-10001552,80013,104-67US,West,Lena Cacioppo,Consumer,Colorado,Aurora,Technology,Accessories,23889.6,-2687.58,0,23889.6,-2687.58,26577.18
US-2015-156867,November,11/13/2015,2015,11/17/2015,Standard Class,LC-16870,FUR-FU-10004006,80013,105-67US,West,Lena Cacioppo,Consumer,Colorado,Aurora,Furniture,Furnishings,10236,-383.85,0,10236,-383.85,10619.85
US-2015-156867,November,11/13/2015,2015,11/17/2015,Standard Class,LC-16870,OFF-BI-10002794,80013,106-67US,West,Lena Cacioppo,Consumer,Colorado,Aurora,Office Supplies,Binders,3688.2,-2581.74,0,3688.2,-2581.74,6269.94
CA-2017-119004,November,11/23/2017,2017,11/28/2017,Standard Class,JM-15250,TEC-AC-10003499,28205,107-04CA,South,Janet Martin,Consumer,North Carolina,Charlotte,Technology,Accessories,7411.2,1760.16,0,7411.2,1760.16,5651.04
CA-2017-119004,November,11/23/2017,2017,11/28/2017,Standard Class,JM-15250,TEC-PH-10002844,28205,108-04CA,South,Janet Martin,Consumer,North Carolina,Charlotte,Technology,Phones,2799.2,209.94,0,2799.2,209.94,2589.26
CA-2017-119004,November,11/23/2017,2017,11/28/2017,Standard Class,JM-15250,OFF-AR-10000390,28205,109-04CA,South,Janet Martin,Consumer,North Carolina,Charlotte,Office Supplies,Art,330.4,107.38,0,330.4,107.38,223.02
CA-2015-129476,October,10/15/2015,2015,10/20/2015,Standard Class,PA-19060,TEC-AC-10000844,60462,110-76CA,Central,Pete Armstrong,Home Office,Illinois,Orland Park,Technology,Accessories,33996,6799.2,0,33996,6799.2,27196.8
CA-2017-146780,December,12/25/2017,2017,12/30/2017,Standard Class,CV-12805,FUR-FU-10001934,10035,111-80CA,East,Cynthia Voltz,Corporate,New York,New York City,Furniture,Furnishings,4196,1090.96,0,4196,1090.96,3105.04
CA-2016-128867,November,11/3/2016,2016,11/10/2016,Standard Class,CL-12565,OFF-AR-10000380,50322,112-67CA,Central,Clay Ludtke,Consumer,Iowa,Urbandale,Office Supplies,Art,7596,2278.8,0,7596,2278.8,5317.2
CA-2016-128867,November,11/3/2016,2016,11/10/2016,Standard Class,CL-12565,OFF-BI-10003981,50322,113-67CA,Central,Clay Ludtke,Consumer,Iowa,Urbandale,Office Supplies,Binders,2724,1334.76,0,2724,1334.76,1389.24
CA-2014-115259,August,8/25/2014,2014,8/27/2014,Second Class,RC-19960,OFF-FA-10000621,43229,114-59CA,East,Ryan Crowe,Consumer,Ohio,Columbus,Office Supplies,Fasteners,4009.6,1453.48,0,4009.6,1453.48,2556.12
CA-2014-115259,August,8/25/2014,2014,8/27/2014,Second Class,RC-19960,OFF-EN-10002600,43229,115-59CA,East,Ryan Crowe,Consumer,Ohio,Columbus,Office Supplies,Envelopes,472,165.2,0,472,165.2,306.8
CA-2014-115259,August,8/25/2014,2014,8/27/2014,Second Class,RC-19960,OFF-PA-10004965,43229,116-59CA,East,Ryan Crowe,Consumer,Ohio,Columbus,Office Supplies,Paper,2397.6,749.25,0,2397.6,749.25,1648.35
